"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"delphi-epicast",2015-10-31,0.216154380112289,0.21880203588149,0.636363636363636,0.909090909090909,11
"delphi-epicast",2015-11-07,0.179862227048448,0.210590022931635,0.636363636363636,1,22
"delphi-epicast",2015-11-14,0.173030612832522,0.21083362429831,0.636363636363636,0.939393939393939,33
"delphi-epicast",2015-11-21,0.182558436071313,0.257047899474508,0.5,0.977272727272727,44
"delphi-epicast",2015-11-28,0.168975917182539,0.251901923367603,0.5,0.954545454545455,44
"delphi-epicast",2015-12-05,0.270163291427669,0.447233749627071,0.25,0.886363636363636,44
"delphi-epicast",2015-12-12,0.334163090247654,0.515071597075151,0.25,0.818181818181818,44
"delphi-epicast",2015-12-19,0.435556938694952,0.662209465338708,0.386363636363636,0.795454545454545,44
"delphi-epicast",2015-12-26,0.415225816517086,0.647176547211164,0.477272727272727,0.931818181818182,44
"delphi-epicast",2016-01-02,0.492846376082086,0.798546078264089,0.545454545454545,0.977272727272727,44
"delphi-epicast",2016-01-09,0.584129826282985,0.934587689310863,0.340909090909091,0.886363636363636,44
"delphi-epicast",2016-01-16,0.436459083468665,0.7106330749692,0.386363636363636,1,44
"delphi-epicast",2016-01-23,0.421722073965785,0.686446826414482,0.363636363636364,0.954545454545455,44
"delphi-epicast",2016-01-30,0.381040633377986,0.613138698182594,0.409090909090909,0.954545454545455,44
"delphi-epicast",2016-02-06,0.362045660634347,0.568012952737173,0.431818181818182,0.931818181818182,44
"delphi-epicast",2016-02-13,0.267397923018364,0.362279776559799,0.727272727272727,0.954545454545455,44
"delphi-epicast",2016-02-20,0.314471815754378,0.4322580964753,0.636363636363636,0.931818181818182,44
"delphi-epicast",2016-02-27,0.283945797319511,0.423337663150017,0.545454545454545,0.977272727272727,44
"delphi-epicast",2016-03-05,0.273638351330782,0.441386821585344,0.340909090909091,0.977272727272727,44
"delphi-epicast",2016-03-12,0.449375080700311,0.697694233288884,0.227272727272727,0.795454545454545,44
"delphi-epicast",2016-03-19,0.290855030715682,0.426457739638412,0.454545454545455,0.909090909090909,44
"delphi-epicast",2016-03-26,0.230885410195915,0.317616886651926,0.659090909090909,0.977272727272727,44
"delphi-epicast",2016-04-02,0.215184705010599,0.329404076768353,0.522727272727273,1,44
"delphi-epicast",2016-04-09,0.185080802099964,0.275568590720304,0.590909090909091,1,44
"delphi-epicast",2016-04-16,0.180417176011073,0.286158789032417,0.409090909090909,0.931818181818182,44
"delphi-epicast",2016-04-23,0.228681982034676,0.364268006778032,0.363636363636364,0.954545454545455,44
"delphi-epicast",2016-04-30,0.167143707940039,0.25594362516291,0.545454545454545,1,44
"delphi-epicast",2016-05-07,0.154188118752657,0.255132460471284,0.318181818181818,1,44
"delphi-epicast",2016-05-14,0.120284057653866,0.179177265026915,0.704545454545455,0.977272727272727,44
"delphi-epicast",2016-05-21,0.112732799005848,0.162653282035469,0.575757575757576,1,33
"delphi-epicast",2016-05-28,0.157449922615543,0.201531906609655,0.681818181818182,0.818181818181818,22
"delphi-epicast",2016-06-04,0.20376630569511,0.27311214752383,0.636363636363636,0.727272727272727,11
"delphi-epicast",2016-11-05,0.174764218857533,0.15861254384492,0.545454545454545,0.909090909090909,11
"delphi-epicast",2016-11-12,0.149921649801532,0.11019023864533,0.727272727272727,1,22
"delphi-epicast",2016-11-19,0.157472510826421,0.144746357755732,0.606060606060606,1,33
"delphi-epicast",2016-11-26,0.206603590349557,0.232132234905174,0.522727272727273,0.977272727272727,44
"delphi-epicast",2016-12-03,0.22925584519085,0.287044108945601,0.340909090909091,1,44
"delphi-epicast",2016-12-10,0.253009534872957,0.304001473979382,0.545454545454545,0.954545454545455,44
"delphi-epicast",2016-12-17,0.233452887601789,0.263496054838675,0.636363636363636,1,44
"delphi-epicast",2016-12-24,0.274168673415704,0.303249959221316,0.727272727272727,1,44
"delphi-epicast",2016-12-31,0.448669924355468,0.571335612805906,0.636363636363636,0.977272727272727,44
"delphi-epicast",2017-01-07,0.35035215799865,0.417018802124458,0.75,1,44
"delphi-epicast",2017-01-14,0.330021624174193,0.413509261855603,0.704545454545455,1,44
"delphi-epicast",2017-01-21,0.325896619465148,0.417795198972284,0.659090909090909,1,44
"delphi-epicast",2017-01-28,0.356798412791603,0.52215469848337,0.545454545454545,1,44
"delphi-epicast",2017-02-04,0.527956242864037,0.796829194441016,0.431818181818182,1,44
"delphi-epicast",2017-02-11,0.7214359777999,1.07592880066844,0.204545454545455,1,44
"delphi-epicast",2017-02-18,0.58460644034438,0.894974613511475,0.272727272727273,1,44
"delphi-epicast",2017-02-25,0.600824372138262,0.916472121707687,0.295454545454545,0.954545454545455,44
"delphi-epicast",2017-03-04,0.611012173342757,0.913573534294479,0.25,0.931818181818182,44
"delphi-epicast",2017-03-11,0.432324166674975,0.636246612535659,0.363636363636364,0.954545454545455,44
"delphi-epicast",2017-03-18,0.292928660693256,0.391883253098462,0.568181818181818,0.954545454545455,44
"delphi-epicast",2017-03-25,0.333425335158209,0.446278205109532,0.431818181818182,1,44
"delphi-epicast",2017-04-01,0.359182774636527,0.490473083538691,0.295454545454545,1,44
"delphi-epicast",2017-04-08,0.309248978305625,0.390420563657285,0.454545454545455,1,44
"delphi-epicast",2017-04-15,0.268561559158741,0.328297933259381,0.318181818181818,0.909090909090909,44
"delphi-epicast",2017-04-22,0.221002622570501,0.241796614522566,0.5,0.954545454545455,44
"delphi-epicast",2017-04-29,0.200003177948491,0.197933138138437,0.454545454545455,0.909090909090909,44
"delphi-epicast",2017-05-06,0.177669691208814,0.168634950926921,0.431818181818182,0.931818181818182,44
"delphi-epicast",2017-05-13,0.209697255833588,0.210463036297369,0.295454545454545,0.863636363636364,44
"delphi-epicast",2017-05-20,0.175080202534774,0.16638670370975,0.424242424242424,0.909090909090909,33
"delphi-epicast",2017-05-27,0.199874788001151,0.197846849544274,0.318181818181818,0.909090909090909,22
"delphi-epicast",2017-06-03,0.225426174138398,0.235373863521199,0.272727272727273,0.818181818181818,11
"hist-avg",2015-11-07,0.204547825846243,0.239053863894392,0.727272727272727,1,22
"hist-avg",2015-11-14,0.204482243257798,0.259859127845001,0.727272727272727,1,33
"hist-avg",2015-11-21,0.184601064055744,0.219146294256677,0.818181818181818,1,44
"hist-avg",2015-11-28,0.249087234356099,0.341570707099029,0.727272727272727,1,44
"hist-avg",2015-10-31,0.18695248851455,0.206139373316228,0.909090909090909,1,11
"hist-avg",2015-12-05,0.221290055757679,0.280274490181337,0.909090909090909,1,44
"hist-avg",2015-12-12,0.262785581032099,0.320143508068995,0.909090909090909,1,44
"hist-avg",2015-12-19,0.335170550226845,0.392924394012945,0.909090909090909,1,44
"hist-avg",2015-12-26,0.43485242198423,0.470902838562156,0.909090909090909,1,44
"hist-avg",2016-01-02,0.686240810842755,0.950099014071038,0.545454545454545,1,44
"hist-avg",2016-01-09,0.565684617259079,0.872417265100881,0.363636363636364,1,44
"hist-avg",2016-01-16,0.495580204726295,0.760494447216048,0.636363636363636,1,44
"hist-avg",2016-01-23,0.575363882856006,0.956777217994739,0.454545454545455,1,44
"hist-avg",2016-01-30,0.636994931515097,1.07218075810384,0.363636363636364,1,44
